Drug_Name,Drug_ID,Interactor_Name,Interactor_ID,Interaction_Description,targets_A,targets_B
Botulinum toxin type A,DB00083,Magnesium silicate,DB13249,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Magnesium silicate.,['CACNA1I'],['HTR7']
Botulinum toxin type A,DB00083,Penimepicycline,DB13264,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Penimepicycline.,['CA1'],['HTR2C']
Botulinum toxin type A,DB00083,Magnesium aspartate,DB13359,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Magnesium aspartate.,['CA2'],['HTR1D']
Botulinum toxin type A,DB00083,Magnesium gluconate,DB13749,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Magnesium gluconate.,['CA4'],['SLC15A1']
Botulinum toxin type A,DB00083,Magnesium orotate,DB13786,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Magnesium orotate.,['CA5A'],['SLC15A2']
Botulinum toxin type A,DB00083,Magnesium phosphate,DB13862,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Magnesium phosphate.,['CA5B'],['TEK']
Botulinum toxin type A,DB00083,Magnesium acetate,DB13996,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Magnesium acetate.,['CA6'],['SLC15A1']
Botulinum toxin type A,DB00083,Tinidazole,DB00911,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Tinidazole.,['MAOA'],['CPE']
Botulinum toxin type A,DB00083,Metronidazole,DB00916,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Metronidazole.,['GABRA1'],['NOV']
Botulinum toxin type A,DB00083,Ketoconazole,DB01026,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Ketoconazole.,['SCN1A'],['LRP2']
Botulinum toxin type A,DB00083,Miconazole,DB01110,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Miconazole.,['SCN2A'],['IGFBP7']
Botulinum toxin type A,DB00083,Ornidazole,DB13026,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Ornidazole.,['SCN3A'],['INSR']
Botulinum toxin type A,DB00083,Propenidazole,DB13319,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Propenidazole.,['SCN4A'],['IGF1R']
Streptokinase,DB00086,Quinine,DB00468,The therapeutic efficacy of Streptokinase can be increased when used in combination with Quinine.,['SCN2B'],['XDH']
Streptokinase,DB00086,Quinidine,DB00908,The therapeutic efficacy of Streptokinase can be increased when used in combination with Quinidine.,['SCN3B'],['CES1']
Streptokinase,DB00086,Pentoxifylline,DB00806,The therapeutic efficacy of Streptokinase can be increased when used in combination with Pentoxifylline.,['CA10'],['LPL']
Streptokinase,DB00086,Levocarnitine,DB00583,The therapeutic efficacy of Streptokinase can be increased when used in combination with Levocarnitine.,['CA12'],['KCNMA1']
Cyclosporine,DB00091,Succinylcholine,DB00202,The therapeutic efficacy of Succinylcholine can be increased when used in combination with Cyclosporine.,['PPARG'],['CA1']
Cyclosporine,DB00091,Metocurine iodide,DB00416,The therapeutic efficacy of Metocurine iodide can be increased when used in combination with Cyclosporine.,['HRH1'],['CA4']
Cyclosporine,DB00091,Gallamine triethiodide,DB00483,The therapeutic efficacy of Gallamine triethiodide can be increased when used in combination with Cyclosporine.,['ABCC8'],['CA7']
Cyclosporine,DB00091,Cisatracurium,DB00565,The therapeutic efficacy of Cisatracurium can be increased when used in combination with Cyclosporine.,['PPARG'],['CA3']
Cyclosporine,DB00091,Pipecuronium,DB01338,The therapeutic efficacy of Pipecuronium can be increased when used in combination with Cyclosporine.,['ABCC8'],['NS3/4A']
Cyclosporine,DB00091,Gallamine,DB13584,The therapeutic efficacy of Gallamine can be increased when used in combination with Cyclosporine.,['ABCC8'],['BRAF']
Cyclosporine,DB00091,Botulinum toxin type A,DB00083,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Cyclosporine.,['CHRM3'],['INSR']
Cyclosporine,DB00091,DaxibotulinumtoxinA,DB17929,The therapeutic efficacy of DaxibotulinumtoxinA can be increased when used in combination with Cyclosporine.,['TOP2A'],['CA1']
Tryptophan,DB00150,Pregabalin,DB00230,The therapeutic efficacy of Tryptophan can be increased when used in combination with Pregabalin.,['GJA1'],['ADRA2B']
Tryptophan,DB00150,Lofexidine,DB04948,The therapeutic efficacy of Tryptophan can be increased when used in combination with Lofexidine.,['ADRA1B'],['GLP1R']
Menadione,DB00170,Fibrinogen human,DB09222,The therapeutic efficacy of Fibrinogen human can be increased when used in combination with Menadione.,['HTR2A'],['ADRA1D']
Fluvoxamine,DB00176,Magnesium sulfate,DB00653,The therapeutic efficacy of Fluvoxamine can be increased when used in combination with Magnesium sulfate.,['HTR2C'],['VCAM1']
Fluvoxamine,DB00176,Yohimbine,DB01392,The therapeutic efficacy of Fluvoxamine can be increased when used in combination with Yohimbine.,['ADRB1'],['ADRB2']
Fluvoxamine,DB00176,Pregabalin,DB00230,The therapeutic efficacy of Fluvoxamine can be increased when used in combination with Pregabalin.,['CHRM2'],['ADRB1']
Fluvoxamine,DB00176,Lofexidine,DB04948,The therapeutic efficacy of Fluvoxamine can be increased when used in combination with Lofexidine.,['CHRNA2'],['ADRB1']
Valsartan,DB00177,Methyclothiazide,DB00232,The therapeutic efficacy of Valsartan can be increased when used in combination with Methyclothiazide.,['KIT'],['KCNJ1']
Valsartan,DB00177,Bendroflumethiazide,DB00436,The therapeutic efficacy of Valsartan can be increased when used in combination with Bendroflumethiazide.,['KDR'],['HTR2B']
Valsartan,DB00177,Benzthiazide,DB00562,The therapeutic efficacy of Valsartan can be increased when used in combination with Benzthiazide.,['FLT4'],['CACNA2D1']
Valsartan,DB00177,Cyclothiazide,DB00606,The therapeutic efficacy of Valsartan can be increased when used in combination with Cyclothiazide.,['FLT3'],['ADRA2A']
Valsartan,DB00177,Hydroflumethiazide,DB00774,The therapeutic efficacy of Valsartan can be increased when used in combination with Hydroflumethiazide.,['CSF1R'],['ADRA1A']
Valsartan,DB00177,Chlorothiazide,DB00880,The therapeutic efficacy of Valsartan can be increased when used in combination with Chlorothiazide.,['PDGFRA'],['HTR1A']
Valsartan,DB00177,Trichlormethiazide,DB01021,The therapeutic efficacy of Valsartan can be increased when used in combination with Trichlormethiazide.,['MET'],['HTR7']
Valsartan,DB00177,Polythiazide,DB01324,The therapeutic efficacy of Valsartan can be increased when used in combination with Polythiazide.,['PDGFRB'],['HTR2C']
Valsartan,DB00177,Mebutizide,DB13430,The therapeutic efficacy of Valsartan can be increased when used in combination with Mebutizide.,['FLT1'],['HTR1D']
Valsartan,DB00177,Cyclopenthiazide,DB13532,The therapeutic efficacy of Valsartan can be increased when used in combination with Cyclopenthiazide.,['KIT'],['GP9']
Valsartan,DB00177,Buthiazide,DB15861,The therapeutic efficacy of Valsartan can be increased when used in combination with Buthiazide.,['KDR'],['KCNN4']
Ramipril,DB00178,Bendroflumethiazide,DB00436,The therapeutic efficacy of Ramipril can be increased when used in combination with Bendroflumethiazide.,['HIF1A'],['SLC5A2']
Ramipril,DB00178,Benzthiazide,DB00562,The therapeutic efficacy of Ramipril can be increased when used in combination with Benzthiazide.,['P4HA1'],['DRD2']
Ramipril,DB00178,Hydroflumethiazide,DB00774,The therapeutic efficacy of Ramipril can be increased when used in combination with Hydroflumethiazide.,['AOC3'],['DRD3']
Ramipril,DB00178,Chlorothiazide,DB00880,The therapeutic efficacy of Ramipril can be increased when used in combination with Chlorothiazide.,['HIF1A'],['HTR1D']
Ramipril,DB00178,Trichlormethiazide,DB01021,The therapeutic efficacy of Ramipril can be increased when used in combination with Trichlormethiazide.,['P4HA1'],['ADRA2A']
Ramipril,DB00178,Polythiazide,DB01324,The therapeutic efficacy of Ramipril can be increased when used in combination with Polythiazide.,['AOC3'],['HTR1A']
Ramipril,DB00178,Cyclopenthiazide,DB13532,The therapeutic efficacy of Ramipril can be increased when used in combination with Cyclopenthiazide.,['HIF1A'],['ADRA2C']
Ramipril,DB00178,Cyclothiazide,DB00606,The therapeutic efficacy of Ramipril can be increased when used in combination with Cyclothiazide.,['P4HA1'],['ADRA2B']
Ramipril,DB00178,Mebutizide,DB13430,The therapeutic efficacy of Ramipril can be increased when used in combination with Mebutizide.,['AOC3'],['HTR2B']
Ramipril,DB00178,Buthiazide,DB15861,The therapeutic efficacy of Ramipril can be increased when used in combination with Buthiazide.,['HIF1A'],['DRD4']
Ramipril,DB00178,Indapamide,DB00808,The therapeutic efficacy of Indapamide can be increased when used in combination with Ramipril.,['P4HA1'],['HTR2A']
Baclofen,DB00181,Magnesium sulfate,DB00653,The therapeutic efficacy of Baclofen can be increased when used in combination with Magnesium sulfate.,['RAMP3'],['CHRNA2']
Baclofen,DB00181,Botulinum toxin type A,DB00083,The therapeutic efficacy of Botulinum toxin type A can be increased when used in combination with Baclofen.,['CALCR'],['MCHR1']
Baclofen,DB00181,Pregabalin,DB00230,The therapeutic efficacy of Baclofen can be increased when used in combination with Pregabalin.,['ADRB1'],['SLC5A2']
Baclofen,DB00181,Lofexidine,DB04948,The therapeutic efficacy of Baclofen can be increased when used in combination with Lofexidine.,['ADRB2'],['CACNA1C']
Baclofen,DB00181,Decamethonium,DB01245,The therapeutic efficacy of Decamethonium can be increased when used in combination with Baclofen.,['IGF1R'],['TOP2A']
Baclofen,DB00181,Metocurine,DB01336,The therapeutic efficacy of Metocurine can be increased when used in combination with Baclofen.,['INSR'],['TOP2A']
Baclofen,DB00181,Vecuronium,DB01339,The therapeutic efficacy of Vecuronium can be increased when used in combination with Baclofen.,['IGF1R'],['TOP2A']
Baclofen,DB00181,Rapacuronium,DB04834,The therapeutic efficacy of Rapacuronium can be increased when used in combination with Baclofen.,['INSR'],['KCNH2']
Baclofen,DB00181,Neosaxitoxin,DB12989,The therapeutic efficacy of Neosaxitoxin can be increased when used in combination with Baclofen.,['INSR'],['DGAT2']
Baclofen,DB00181,Atracurium,DB13295,The therapeutic efficacy of Atracurium can be increased when used in combination with Baclofen.,['IGF1R'],['HSD17B10']
Baclofen,DB00181,Gallamine,DB13584,The therapeutic efficacy of Gallamine can be increased when used in combination with Baclofen.,['INSR'],['ECHS1']
Baclofen,DB00181,Alcuronium,DB13648,The therapeutic efficacy of Alcuronium can be increased when used in combination with Baclofen.,['IGF1R'],['HADH']
Baclofen,DB00181,Letibotulinumtoxina,DB16820,The therapeutic efficacy of Letibotulinumtoxina can be increased when used in combination with Baclofen.,['SLC12A3'],['TRPM4']
Baclofen,DB00181,DaxibotulinumtoxinA,DB17929,The therapeutic efficacy of DaxibotulinumtoxinA can be increased when used in combination with Baclofen.,['SLC12A3'],['PPARG']
Amphetamine,DB00182,Theodrenaline,DB12927,The therapeutic efficacy of Amphetamine can be increased when used in combination with Theodrenaline.,['HTR1B'],['TLR7']
Amphetamine,DB00182,Deoxyepinephrine,DB13917,The therapeutic efficacy of Amphetamine can be increased when used in combination with Deoxyepinephrine.,['ADRB1'],['TLR9']
Amphetamine,DB00182,Norepinephrine,DB00368,The therapeutic efficacy of Amphetamine can be increased when used in combination with Norepinephrine.,['ADRB2'],['ACE2']
Amphetamine,DB00182,Epinephrine,DB00668,The therapeutic efficacy of Amphetamine can be increased when used in combination with Epinephrine.,['HTR1A'],['P2RX3']
Amphetamine,DB00182,Levonordefrin,DB06707,The therapeutic efficacy of Amphetamine can be increased when used in combination with Levonordefrin.,['HTR1B'],['P2RX2']
Amphetamine,DB00182,Protriptyline,DB00344,The therapeutic efficacy of Protriptyline can be increased when used in combination with Amphetamine.,['ADRB2'],['HTR1A']
Amphetamine,DB00182,Clomipramine,DB01242,The therapeutic efficacy of Clomipramine can be increased when used in combination with Amphetamine.,['HTR1A'],['HTR1D']
Amphetamine,DB00182,Amineptine,DB04836,The therapeutic efficacy of Amineptine can be increased when used in combination with Amphetamine.,['HTR1B'],['HTR1B']
Amphetamine,DB00182,Dimetacrine,DB08996,The therapeutic efficacy of Dimetacrine can be increased when used in combination with Amphetamine.,['ADRB1'],['HTR1F']
Amphetamine,DB00182,Oxaprotiline,DB09307,The therapeutic efficacy of Oxaprotiline can be increased when used in combination with Amphetamine.,['ADRB2'],['CA1']
Amphetamine,DB00182,Opipramol,DB12930,The therapeutic efficacy of Opipramol can be increased when used in combination with Amphetamine.,['HTR1A'],['CA2']
Amphetamine,DB00182,Amitriptylinoxide,DB13114,The therapeutic efficacy of Amitriptylinoxide can be increased when used in combination with Amphetamine.,['HTR1B'],['CA4']
Amphetamine,DB00182,Dibenzepin,DB13225,The therapeutic efficacy of Dibenzepin can be increased when used in combination with Amphetamine.,['ADRB1'],['CA12']
Amphetamine,DB00182,Quinupramine,DB13246,The therapeutic efficacy of Quinupramine can be increased when used in combination with Amphetamine.,['ADRB2'],['CA14']
Amphetamine,DB00182,Melitracen,DB13384,The therapeutic efficacy of Melitracen can be increased when used in combination with Amphetamine.,['HTR1A'],['CA3']
Amphetamine,DB00182,Lofepramine,DB13411,The therapeutic efficacy of Lofepramine can be increased when used in combination with Amphetamine.,['HTR1B'],['CA7']
Amphetamine,DB00182,Iprindole,DB13496,The therapeutic efficacy of Iprindole can be increased when used in combination with Amphetamine.,['ADRB1'],['AQP1']
Amphetamine,DB00182,Tianeptine,DB09289,The therapeutic efficacy of Tianeptine can be increased when used in combination with Amphetamine.,['HTR1A'],['SLC22A6']
Lorazepam,DB00186,Magnesium sulfate,DB00653,The therapeutic efficacy of Lorazepam can be increased when used in combination with Magnesium sulfate.,['HTR2B'],['ADRA2C']
Lorazepam,DB00186,Yohimbine,DB01392,The therapeutic efficacy of Lorazepam can be increased when used in combination with Yohimbine.,['HTR2B'],['ADRA2C']
Lorazepam,DB00186,Lofexidine,DB04948,The therapeutic efficacy of Lorazepam can be increased when used in combination with Lofexidine.,['METAP2'],['KCNJ4']
Esmolol,DB00187,Amiodarone,DB01118,The therapeutic efficacy of Esmolol can be increased when used in combination with Amiodarone.,['ADRA1A'],['ADRA2A']
Esmolol,DB00187,Bendroflumethiazide,DB00436,The therapeutic efficacy of Esmolol can be increased when used in combination with Bendroflumethiazide.,['ACE2'],['ADRB2']
Esmolol,DB00187,Cyclothiazide,DB00606,The therapeutic efficacy of Esmolol can be increased when used in combination with Cyclothiazide.,['TLR7'],['ADRB1']
Esmolol,DB00187,Hydroflumethiazide,DB00774,The therapeutic efficacy of Esmolol can be increased when used in combination with Hydroflumethiazide.,['TLR9'],['ADRB2']
Esmolol,DB00187,Chlorothiazide,DB00880,The therapeutic efficacy of Esmolol can be increased when used in combination with Chlorothiazide.,['ACE2'],['E']
Esmolol,DB00187,Hydrochlorothiazide,DB00999,The therapeutic efficacy of Esmolol can be increased when used in combination with Hydrochlorothiazide.,['TLR7'],['ADRB1']
Esmolol,DB00187,Trichlormethiazide,DB01021,The therapeutic efficacy of Esmolol can be increased when used in combination with Trichlormethiazide.,['TLR9'],['ADRB2']
Esmolol,DB00187,Polythiazide,DB01324,The therapeutic efficacy of Esmolol can be increased when used in combination with Polythiazide.,['ACE2'],['ADRA1A']
Esmolol,DB00187,Cyclopenthiazide,DB13532,The therapeutic efficacy of Esmolol can be increased when used in combination with Cyclopenthiazide.,['TLR7'],['ADRB1']
Esmolol,DB00187,Methyclothiazide,DB00232,The therapeutic efficacy of Esmolol can be increased when used in combination with Methyclothiazide.,['TLR9'],['ADRB2']
Esmolol,DB00187,Benzthiazide,DB00562,The therapeutic efficacy of Esmolol can be increased when used in combination with Benzthiazide.,['ACE2'],['HTR1A']
Esmolol,DB00187,Mebutizide,DB13430,The therapeutic efficacy of Esmolol can be increased when used in combination with Mebutizide.,['TLR7'],['ADRB3']
Esmolol,DB00187,Buthiazide,DB15861,The therapeutic efficacy of Esmolol can be increased when used in combination with Buthiazide.,['TLR9'],['ADRB1']
Esmolol,DB00187,Indapamide,DB00808,The therapeutic efficacy of Indapamide can be increased when used in combination with Esmolol.,['TLR9'],['HTR1A']
Bortezomib,DB00188,Vorinostat,DB02546,The therapeutic efficacy of Bortezomib can be increased when used in combination with Vorinostat.,['HRH4'],['ABCC8']
Ethchlorvynol,DB00189,Pregabalin,DB00230,The therapeutic efficacy of Ethchlorvynol can be increased when used in combination with Pregabalin.,['ADRA2C'],['ADRB1']
Ethchlorvynol,DB00189,Lofexidine,DB04948,The therapeutic efficacy of Ethchlorvynol can be increased when used in combination with Lofexidine.,['ADRB3'],['ADRB2']
Phentermine,DB00191,Ephedrine,DB01364,The therapeutic efficacy of Phentermine can be increased when used in combination with Ephedrine.,['HTR1A'],['ORM2']
Phentermine,DB00191,Norepinephrine,DB00368,The therapeutic efficacy of Phentermine can be increased when used in combination with Norepinephrine.,['HTR7'],['MGAM']
Phentermine,DB00191,Epinephrine,DB00668,The therapeutic efficacy of Phentermine can be increased when used in combination with Epinephrine.,['HTR2C'],['SI']
Phentermine,DB00191,Droxidopa,DB06262,The therapeutic efficacy of Phentermine can be increased when used in combination with Droxidopa.,['HTR1D'],['AMY2A']
Phentermine,DB00191,Levonordefrin,DB06707,The therapeutic efficacy of Phentermine can be increased when used in combination with Levonordefrin.,['ADRA2A'],['GAA']
Phentermine,DB00191,Protokylol,DB06814,The therapeutic efficacy of Phentermine can be increased when used in combination with Protokylol.,['ADRA1A'],['ETFDH']
Phentermine,DB00191,Racepinephrine,DB11124,The therapeutic efficacy of Phentermine can be increased when used in combination with Racepinephrine.,['HTR1A'],['PRKAB1']
Phentermine,DB00191,Theodrenaline,DB12927,The therapeutic efficacy of Phentermine can be increased when used in combination with Theodrenaline.,['HTR7'],['GPD1']
Phentermine,DB00191,Dimetacrine,DB08996,The therapeutic efficacy of Dimetacrine can be increased when used in combination with Phentermine.,['HTR1D'],['CACNA1C']
Phentermine,DB00191,Tianeptine,DB09289,The therapeutic efficacy of Tianeptine can be increased when used in combination with Phentermine.,['ADRA2A'],['ADRA2A']
Phentermine,DB00191,Oxaprotiline,DB09307,The therapeutic efficacy of Oxaprotiline can be increased when used in combination with Phentermine.,['ADRA1A'],['ADRA2B']
Phentermine,DB00191,Opipramol,DB12930,The therapeutic efficacy of Opipramol can be increased when used in combination with Phentermine.,['HTR1A'],['ADRA2C']
Phentermine,DB00191,Amitriptylinoxide,DB13114,The therapeutic efficacy of Amitriptylinoxide can be increased when used in combination with Phentermine.,['HTR7'],['HTR1A']
Phentermine,DB00191,Dibenzepin,DB13225,The therapeutic efficacy of Dibenzepin can be increased when used in combination with Phentermine.,['HTR2C'],['HTR1B']
Phentermine,DB00191,Quinupramine,DB13246,The therapeutic efficacy of Quinupramine can be increased when used in combination with Phentermine.,['HTR1D'],['HTR1D']
Phentermine,DB00191,Melitracen,DB13384,The therapeutic efficacy of Melitracen can be increased when used in combination with Phentermine.,['ADRA2A'],['DRD2']
Phentermine,DB00191,Lofepramine,DB13411,The therapeutic efficacy of Lofepramine can be increased when used in combination with Phentermine.,['ADRA1A'],['DRD3']
Phentermine,DB00191,Iprindole,DB13496,The therapeutic efficacy of Iprindole can be increased when used in combination with Phentermine.,['HTR1A'],['HTR2A']
Phentermine,DB00191,Imipramine oxide,DB13782,The therapeutic efficacy of Imipramine oxide can be increased when used in combination with Phentermine.,['HTR7'],['HTR2C']
Phentermine,DB00191,Insulin human,DB00030,The therapeutic efficacy of Insulin human can be increased when used in combination with Phentermine.,['HTR1A'],['ADRA1A']
Phentermine,DB00191,Insulin lispro,DB00046,The therapeutic efficacy of Insulin lispro can be increased when used in combination with Phentermine.,['HTR7'],['HTR1A']
Phentermine,DB00191,Insulin glargine,DB00047,The therapeutic efficacy of Insulin glargine can be increased when used in combination with Phentermine.,['HTR2C'],['HTR7']
Phentermine,DB00191,Insulin pork,DB00071,The therapeutic efficacy of Insulin pork can be increased when used in combination with Phentermine.,['HTR1D'],['HTR2C']
Phentermine,DB00191,Troglitazone,DB00197,The therapeutic efficacy of Troglitazone can be increased when used in combination with Phentermine.,['ADRA2A'],['HTR1D']
Phentermine,DB00191,Glimepiride,DB00222,The therapeutic efficacy of Glimepiride can be increased when used in combination with Phentermine.,['ADRA1A'],['INSR']
Phentermine,DB00191,Sulfisoxazole,DB00263,The therapeutic efficacy of Sulfisoxazole can be increased when used in combination with Phentermine.,['HTR1A'],['IGF1R']
Phentermine,DB00191,Disopyramide,DB00280,The therapeutic efficacy of Disopyramide can be increased when used in combination with Phentermine.,['HTR7'],['CPE']
Phentermine,DB00191,Acarbose,DB00284,The therapeutic efficacy of Acarbose can be increased when used in combination with Phentermine.,['HTR2C'],['NOV']
Phentermine,DB00191,Metformin,DB00331,The therapeutic efficacy of Metformin can be increased when used in combination with Phentermine.,['HTR1D'],['LRP2']
Phentermine,DB00191,Sulfadiazine,DB00359,The therapeutic efficacy of Sulfadiazine can be increased when used in combination with Phentermine.,['ADRA2A'],['IGFBP7']
Phentermine,DB00191,Rosiglitazone,DB00412,The therapeutic efficacy of Rosiglitazone can be increased when used in combination with Phentermine.,['ADRA1A'],['INSR']
Phentermine,DB00191,Acetohexamide,DB00414,The therapeutic efficacy of Acetohexamide can be increased when used in combination with Phentermine.,['HTR1A'],['IGF1R']
Phentermine,DB00191,Quinine,DB00468,The therapeutic efficacy of Quinine can be increased when used in combination with Phentermine.,['HTR7'],['INSR']
Phentermine,DB00191,Miglitol,DB00491,The therapeutic efficacy of Miglitol can be increased when used in combination with Phentermine.,['HTR2C'],['IGF1R']
Phentermine,DB00191,Chlorpropamide,DB00672,The therapeutic efficacy of Chlorpropamide can be increased when used in combination with Phentermine.,['HTR1D'],['PPARG']
Phentermine,DB00191,Nateglinide,DB00731,The therapeutic efficacy of Nateglinide can be increased when used in combination with Phentermine.,['ADRA2A'],['ESRRG']
Phentermine,DB00191,Pentamidine,DB00738,The therapeutic efficacy of Pentamidine can be increased when used in combination with Phentermine.,['ADRA1A'],['ESRRA']
Phentermine,DB00191,Mifepristone,DB00834,The therapeutic efficacy of Mifepristone can be increased when used in combination with Phentermine.,['HTR1A'],['PPARD']
Phentermine,DB00191,Tolazamide,DB00839,The therapeutic efficacy of Tolazamide can be increased when used in combination with Phentermine.,['HTR7'],['PPARA']
Phentermine,DB00191,Repaglinide,DB00912,The therapeutic efficacy of Repaglinide can be increased when used in combination with Phentermine.,['HTR2C'],['GSTP1']
Phentermine,DB00191,Phenformin,DB00914,The therapeutic efficacy of Phenformin can be increased when used in combination with Phentermine.,['HTR1D'],['ACSL4']
Phentermine,DB00191,Sulfamethoxazole,DB01015,The therapeutic efficacy of Sulfamethoxazole can be increased when used in combination with Phentermine.,['ADRA2A'],['SERPINE1']
Phentermine,DB00191,Glyburide,DB01016,The therapeutic efficacy of Glyburide can be increased when used in combination with Phentermine.,['ADRA1A'],['SLC29A1']
Phentermine,DB00191,Glipizide,DB01067,The therapeutic efficacy of Glipizide can be increased when used in combination with Phentermine.,['HTR1A'],['KCNJ11']
Phentermine,DB00191,Gliclazide,DB01120,The therapeutic efficacy of Gliclazide can be increased when used in combination with Phentermine.,['HTR7'],['KCNJ1']
Phentermine,DB00191,Tolbutamide,DB01124,The therapeutic efficacy of Tolbutamide can be increased when used in combination with Phentermine.,['HTR2C'],['ABCC8']
Phentermine,DB00191,Bromocriptine,DB01200,The therapeutic efficacy of Bromocriptine can be increased when used in combination with Phentermine.,['ADRA2A'],['SCN5A']
Phentermine,DB00191,Gliquidone,DB01251,The therapeutic efficacy of Gliquidone can be increased when used in combination with Phentermine.,['ADRA1A'],['CHRM1']
Phentermine,DB00191,Mitiglinide,DB01252,The therapeutic efficacy of Mitiglinide can be increased when used in combination with Phentermine.,['HTR1A'],['CHRM2']
Phentermine,DB00191,Sitagliptin,DB01261,The therapeutic efficacy of Sitagliptin can be increased when used in combination with Phentermine.,['HTR7'],['CHRM3']
Phentermine,DB00191,Sunitinib,DB01268,The therapeutic efficacy of Sunitinib can be increased when used in combination with Phentermine.,['HTR2C'],['KCND2']
Phentermine,DB00191,Exenatide,DB01276,The therapeutic efficacy of Exenatide can be increased when used in combination with Phentermine.,['HTR1D'],['KCND3']
Phentermine,DB00191,Mecasermin,DB01277,The therapeutic efficacy of Mecasermin can be increased when used in combination with Phentermine.,['ADRA2A'],['KCNH2']
Phentermine,DB00191,Pramlintide,DB01278,The therapeutic efficacy of Pramlintide can be increased when used in combination with Phentermine.,['ADRA1A'],['ORM2']
Phentermine,DB00191,Glisoxepide,DB01289,The therapeutic efficacy of Glisoxepide can be increased when used in combination with Phentermine.,['HTR1A'],['MGAM']
Phentermine,DB00191,Insulin aspart,DB01306,The therapeutic efficacy of Insulin aspart can be increased when used in combination with Phentermine.,['HTR7'],['SI']
Phentermine,DB00191,Insulin detemir,DB01307,The therapeutic efficacy of Insulin detemir can be increased when used in combination with Phentermine.,['HTR2C'],['AMY2A']
Phentermine,DB00191,Insulin glulisine,DB01309,The therapeutic efficacy of Insulin glulisine can be increased when used in combination with Phentermine.,['HTR1D'],['GAA']
Phentermine,DB00191,Glymidine,DB01382,The therapeutic efficacy of Glymidine can be increased when used in combination with Phentermine.,['ADRA2A'],['ETFDH']
Phentermine,DB00191,AICA ribonucleotide,DB01700,The therapeutic efficacy of AICA ribonucleotide can be increased when used in combination with Phentermine.,['ADRA1A'],['PRKAB1']
Phentermine,DB00191,Buformin,DB04830,The therapeutic efficacy of Buformin can be increased when used in combination with Phentermine.,['HTR1A'],['GPD1']
Phentermine,DB00191,Voglibose,DB04878,The therapeutic efficacy of Voglibose can be increased when used in combination with Phentermine.,['HTR2C'],['PPARG']
Phentermine,DB00191,NN344,DB05115,The therapeutic efficacy of NN344 can be increased when used in combination with Phentermine.,['HTR1D'],['ACSL4']
Phentermine,DB00191,AMG-222,DB06011,The therapeutic efficacy of AMG-222 can be increased when used in combination with Phentermine.,['ADRA2A'],['PPARA']
Phentermine,DB00191,Bisegliptin,DB06127,The therapeutic efficacy of Bisegliptin can be increased when used in combination with Phentermine.,['ADRA1A'],['PPARD']
Phentermine,DB00191,Alogliptin,DB06203,The therapeutic efficacy of Alogliptin can be increased when used in combination with Phentermine.,['HTR1A'],['RXRA']
Phentermine,DB00191,Dapagliflozin,DB06292,The therapeutic efficacy of Dapagliflozin can be increased when used in combination with Phentermine.,['HTR7'],['RXRB']
Phentermine,DB00191,Saxagliptin,DB06335,The therapeutic efficacy of Saxagliptin can be increased when used in combination with Phentermine.,['HTR2C'],['RXRG']
Phentermine,DB00191,Liraglutide,DB06655,The therapeutic efficacy of Liraglutide can be increased when used in combination with Phentermine.,['HTR1D'],['KCNJ1']
Phentermine,DB00191,Gosogliptin,DB08382,The therapeutic efficacy of Gosogliptin can be increased when used in combination with Phentermine.,['ADRA2A'],['GP9']
Phentermine,DB00191,Linagliptin,DB08882,The therapeutic efficacy of Linagliptin can be increased when used in combination with Phentermine.,['ADRA1A'],['KCNN4']
Phentermine,DB00191,Canagliflozin,DB08907,The therapeutic efficacy of Canagliflozin can be increased when used in combination with Phentermine.,['HTR1A'],['GAA']
Phentermine,DB00191,Glibornuride,DB08962,The therapeutic efficacy of Glibornuride can be increased when used in combination with Phentermine.,['HTR7'],['GANAB']
Phentermine,DB00191,Benfluorex,DB09022,The therapeutic efficacy of Benfluorex can be increased when used in combination with Phentermine.,['HTR2C'],['GANC']
Phentermine,DB00191,Empagliflozin,DB09038,The therapeutic efficacy of Empagliflozin can be increased when used in combination with Phentermine.,['HTR1D'],['MGAM']
Phentermine,DB00191,Albiglutide,DB09043,The therapeutic efficacy of Albiglutide can be increased when used in combination with Phentermine.,['ADRA2A'],['ABCC8']
Phentermine,DB00191,Dulaglutide,DB09045,The therapeutic efficacy of Dulaglutide can be increased when used in combination with Phentermine.,['ADRA1A'],['ABCC8']
Phentermine,DB00191,Lobeglitazone,DB09198,The therapeutic efficacy of Lobeglitazone can be increased when used in combination with Phentermine.,['HTR1A'],['PPARG']
